"Dc_Dist","Psa","Dispatch_Date_Time","Dc_Key","Location_Block","UCR_General","Text_General_Code","Police_Districts","Lon","Lat"
12,"M","2008-05-17 17:58:00",200812041810,"1700 BLOCK S 53RD ST",500,"Burglary Residential",9,-75.216845,39.936632
2,"K","2008-06-23 21:28:00",200802042893,"1400 BLOCK MAGEE AVE",2100,"DRIVING UNDER THE INFLUENCE",2,-75.076549,40.042713
39,"3","2016-04-07 23:12:00",201639027747,"3000 BLOCK JUDSON ST",800,"Other Assaults",21,-75.168911,40.001641
18,"2","2015-05-20 19:28:00",201518031139,"5100 BLOCK LARCHWOOD AV",2600,"All Other Offenses",14,-75.224637,39.951739
14,"Q","2008-03-11 11:50:00",200814019582,"2100 BLOCK E WASHINGTON LN",700,"Recovered Stolen Motor Vehicle",10,-75.155785,40.069774
12,"3","2013-07-12 22:04:00",201312048660,"5100 BLOCK WOODLAND AV",2600,"All Other Offenses",9,-75.21507,39.939062
19,"3","2014-06-19 02:55:00",201419053526,"4100 BLOCK EDGLEY AVE",1400,"Vandalism/Criminal Mischief",15,-75.215698,39.996228
6,"I","2008-01-09 11:30:00",200806001591,"900 BLOCK MARKET ST",600,"Thefts",5,-75.155198,39.951374
25,"3","2011-07-08 18:32:00",201125060427,"2800 BLOCK N 5TH ST",600,"Thefts",18,-75.139752,39.994388
77,"A","2013-10-19 16:05:00",201377006426,"0 BLOCK ARRIVAL RD",600,"Thefts",22,-75.247884,39.877347
2,"L","2007-08-05 20:17:00",200702053060,"1200 BLOCK GREEBY ST",1400,"Vandalism/Criminal Mischief",2,-75.079867,40.043403
12,"4","2009-12-07 15:03:00",200912115864,"5700 BLOCK CHESTER AVE",2600,"All Other Offenses",9,-75.227921,39.936232
6,"3","2013-04-16 16:26:00",201306017742,"1300 BLOCK MARKET ST",2600,"All Other Offenses",5,-75.161485,39.952073
8,"3","2011-03-08 11:54:00",201108009439,"FRANKLIN MILLS MALL @ 1455 FRANKLIN MIL",1400,"Vandalism/Criminal Mischief",7,-74.959431,40.086513
24,"1","2009-06-29 18:54:00",200924057452,"1100 BLOCK E TIOGA ST",2600,"All Other Offenses",17,-75.108166,40.000517
35,"1","2011-01-15 01:00:00",201135003438,"5900 BLOCK N 5TH ST",2600,"All Other Offenses",20,-75.12955,40.041087
3,"2","2010-08-11 08:52:00",201003047476,"1600 BLOCK S JUNIPER ST",500,"Burglary Residential",3,-75.167472,39.930204
24,"3","2013-07-24 02:25:00",201324065532,"2700 BLOCK E ALLEGHENY AVE",700,"Recovered Stolen Motor Vehicle",17,-75.101748,39.983246
35,"3","2012-10-17 20:51:00",201235081467,"1800 BLOCK STENTON AV",2600,"All Other Offenses",20,-75.148761,40.050764
14,"2","2012-02-27 00:49:00",201214014951,"CHEW AV / CHURCH LN",2400,"Disorderly Conduct",10,-75.161309,40.043317
24,"N","2007-08-22 20:46:00",200724071377,"4600 BLOCK PENHURST ST",800,"Other Assaults",17,-75.109831,40.019118
22,"E","2008-11-17 20:46:00",200822080926,"2400 BLOCK N BANCROFT ST",1400,"Vandalism/Criminal Mischief",16,-75.158994,39.991254
7,"2","2014-10-06 13:01:00",201407029062,"1500 BLOCK GRANT AVE 236",500,"Burglary Non-Residential",6,-75.042301,40.087676
25,"K","2009-04-01 08:56:00",200925032505,"3300 BLOCK N REESE ST",1100,"Fraud",18,-75.138617,40.002346
14,"3","2012-05-22 17:50:00",201214038459,"GREENE ST  / W CHELTEN AV",800,"Other Assaults",10,-75.176498,40.034106
12,"4","2015-04-07 12:54:00",201512026144,"5700 BLOCK THOMAS AVE",800,"Other Assaults",9,-75.236175,39.942776
39,"3","2013-04-24 18:21:00",201339027074,"2900 BLOCK N LAMBERT ST",200,"Rape",21,-75.164373,39.999465
23,"2","2009-08-31 00:09:00",200923042319,"2500 BLOCK CECIL B MOORE AV",2600,"All Other Offenses",16,-75.175717,39.980953
19,"1","2015-06-15 20:13:00",201519058224,"800 BLOCK N 63RD ST",800,"Other Assaults",15,-75.245678,39.976365
3,"1","2015-09-21 18:58:00",201503059127,"1000 BLOCK LOMBARD ST",1400,"Vandalism/Criminal Mischief",3,-75.159134,39.943862
16,"R","2008-02-13 13:18:00",200816007009,"0 BLOCK N 52ND ST",2600,"All Other Offenses",12,-75.224809,39.960024
8,"H","2009-07-14 16:54:00",200908031497,"9900 BLOCK FRANKFORD AV",600,"Thefts",7,-74.98375,40.06431
26,"L","2007-02-27 17:48:00",200726014697,"600 BLOCK W GIRARD AV",600,"Thefts",19,-75.146568,39.970432
39,"1","2014-05-22 08:43:00",201439035176,"3500 BLOCK SCOTTS LA",600,"Thefts",21,-75.187924,40.006626
39,"3","2016-10-07 00:09:00",201639082689,"2700 BLOCK N BROAD ST",1100,"Fraud",21,-75.154546,39.994421
17,"D","2006-07-17 19:57:00",200617037956,"1500 BLOCK S GARNET ST",2600,"All Other Offenses",13,-75.176687,39.932769
1,"1","2009-10-30 22:20:00",200901035500,"2100 BLOCK S 21ST ST",400,"Aggravated Assault Firearm",1,-75.181351,39.925252
3,"I","2006-03-17 14:31:00",200603009314,"S DARIEN ST & S REED ST",700,"Recovered Stolen Motor Vehicle",3,-75.158642,39.931727
25,"N","2006-05-25 21:57:00",200625054682,"3000 BLOCK N BROAD ST",500,"Burglary Non-Residential",18,-75.153281,39.999728
9,"2","2015-04-23 15:07:00",201509016513,"1400 BLOCK JOHN F KENNEDY BLVD",2500,"Vagrancy/Loitering",8,-75.16393,39.953509
15,"1","2012-05-17 10:25:00",201215045766,"4300 BLOCK N DELAWARE AVE",600,"Thefts",11,-75.072502,39.98812
12,"H","2008-03-18 00:19:00",200812022967,"6400 BLOCK DICKS AVE",800,"Other Assaults",9,-75.226933,39.920224
22,"1","2016-08-23 11:29:00",201622069405,"2600 BLOCK N BROAD ST",1400,"Vandalism/Criminal Mischief",16,-75.154732,39.993569
26,"3","2016-03-01 10:16:00",201626010260,"1800 BLOCK E SERGEANT ST",1600,"Prostitution and Commercialized Vice",19,-75.128524,39.988128
12,"2","2015-10-31 18:56:00",201512086194,"7000 BLOCK ELMWOOD AV",1800,"Narcotic / Drug Law Violations",9,-75.238271,39.916678
8,"D","2007-07-11 20:57:00",200708031074,"1900 BLOCK FRANKLIN MILLS CIR",600,"Theft from Vehicle",7,-74.959778,40.095367
8,"2","2012-07-25 09:18:00",201208031215,"9100 BLOCK E ROOSEVELT BLVD",800,"Other Assaults",7,-75.032851,40.076065
16,"I","2006-10-10 08:31:00",200616048599,"4000 BLOCK SPRING GARDEN ST",600,"Theft from Vehicle",12,-75.202253,39.961601
15,"D","2006-06-18 04:08:00",200615066028,"4700 BLOCK FRANKFORD AVE RET ST",300,"Robbery No Firearm",11,-75.083676,40.016863
25,"1","2010-01-03 20:07:00",201025000824,"1100 BLOCK W LEHIGH AVE",1800,"Narcotic / Drug Law Violations",18,-75.150076,39.993415
12,"4","2013-03-26 12:06:00",201312019393,"5100 BLOCK REGENT ST",600,"Thefts",9,-75.218899,39.941576
6,"1","2009-12-30 21:25:00",200906068257,"1300 BLOCK RIDGE AVE",2400,"Disorderly Conduct",5,-75.159788,39.965423
25,"3","2013-07-18 16:46:00",201325061107,"200 BLOCK W SOMERSET ST",600,"Thefts",18,-75.135476,39.993076
25,"2","2014-06-05 14:02:00",201425045545,"200 BLOCK W BRISTOL ST",700,"Recovered Stolen Motor Vehicle",18,-75.129615,40.015923
15,"2","2010-01-28 21:17:00",201015009890,"4400 BLOCK COMLY ST",800,"Other Assaults",11,-75.061113,40.019788
16,"1","2010-02-24 09:41:00",201016009755,"3700 BLOCK WARREN ST",800,"Other Assaults",12,-75.195401,39.958595
25,"N","2006-12-14 11:15:00",200625132843,"W ALLEGHENY AV /GERMANTOWN AV",600,"Theft from Vehicle",18,-75.14815,40.000997
17,"3","2013-09-12 22:20:00",201317041073,"1700 BLOCK S 20TH ST",500,"Burglary Residential",13,-75.178347,39.929994
25,"R","2006-11-19 10:57:00",200625123855,"3800 BLOCK N 6TH ST",1400,"Vandalism/Criminal Mischief",18,-75.138284,40.00992
18,"O","2006-06-03 23:50:00",200618038189,"500 BLOCK S 57TH ST",300,"Robbery Firearm",14,-75.236719,39.952656
7,"3","2011-09-20 12:17:00",201107036458,"500 BLOCK DENISE DR",1100,"Fraud",6,-75.015422,40.126638
18,"3","2012-10-14 03:28:00",201218060857,"0 BLOCK UNIVERSITY MEWS",300,"Robbery No Firearm",14,-75.212769,39.95273
18,"1","2014-12-07 20:34:00",201418076238,"6000 BLOCK MARKETST",300,"Robbery Firearm",NA,NA,NA
12,"3","2016-02-27 21:43:00",201612015480,"2600 BLOCK S 62ND ST",700,"Recovered Stolen Motor Vehicle",9,-75.224974,39.923802
19,"1","2013-01-15 09:45:00",201319004077,"6100 BLOCK W OXFORD ST",1400,"Vandalism/Criminal Mischief",15,-75.242712,39.980021
15,"3","2016-09-26 18:03:00",201615093744,"7000 BLOCK ERDRICK ST",700,"Motor Vehicle Theft",11,-75.045522,40.03233
35,"1","2014-04-24 21:41:00",201435032388,"600 BLOCK W SPENCER AV",2600,"All Other Offenses",20,-75.130813,40.044305
25,"2","2014-06-10 16:52:00",201425047388,"5000 BLOCK GRANSBACK ST",400,"Aggravated Assault No Firearm",18,-75.115151,40.025382
17,"A","2007-02-27 00:31:00",200717008089,"1600 BLOCK S BANCROFT ST",1400,"Vandalism/Criminal Mischief",13,-75.172237,39.930952
18,"1","2011-03-24 12:23:00",201118016954,"5800 BLOCK WALNUT ST",800,"Other Assaults",14,-75.238445,39.958523
39,"2","2014-02-25 21:38:00",201439012799,"3600 BLOCK N 20TH ST",2600,"All Other Offenses",21,-75.161147,40.008922
35,"S","2006-10-05 21:50:00",200635086209,"800 BLOCK W FISHER AVE",2400,"Disorderly Conduct",20,-75.136454,40.032481
14,"O","2007-05-25 22:15:00",200714037675,"7100 BLOCK GERMANTOWN AVE",500,"Burglary Residential",10,-75.189743,40.058662
19,"3","2013-05-31 16:06:00",201319045197,"3900 BLOCK FORD RD",1100,"Fraud",15,-75.207983,39.999192
25,"3","2011-06-23 14:23:00",201125055736,"3200 BLOCK F ST",2600,"All Other Offenses",18,-75.117437,39.997037
2,"1","2010-05-26 23:17:00",201002035882,"1200 BLOCK VAN KIRK ST",2600,"All Other Offenses",2,-75.086814,40.035111
23,"I","2007-05-26 01:58:00",200723021181,"1900 BLOCK CECIL B MOORE AV",2600,"All Other Offenses",16,-75.165885,39.979685
25,"I","2007-08-22 15:17:00",200725090360,"N FAIRHILL ST / W SOMERSET ST",2400,"Disorderly Conduct",18,-75.141171,39.99385
1,"A","2008-01-10 12:02:00",200801001148,"S 17TH ST / MC CLELLAN ST",1800,"Narcotic / Drug Law Violations",1,-75.173829,39.928237
39,"2","2011-03-14 17:01:00",201139013997,"4300 BLOCK GERMANTOWN AVE",2600,"All Other Offenses",21,-75.156302,40.01995
15,"O","2006-01-03 09:04:00",200615000774,"7300 BLOCK JAMES ST",500,"Burglary Non-Residential",11,-75.030563,40.027143
15,"2","2015-08-18 16:28:00",201515081398,"4100 BLOCK KNORR ST",2600,"All Other Offenses",11,-75.049842,40.030951
14,"H","2009-04-02 20:27:00",200914023273,"100 BLOCK E CHELTEN AVE",1500,"Weapon Violations",10,-75.172361,40.038219
16,"1","2012-12-21 09:30:00",201216052829,"3800 BLOCK SPRING GARDEN ST",500,"Burglary Residential",12,-75.198281,39.962221
8,"M","2007-11-02 13:25:00",200708050530,"2600 BLOCK TREMONT ST",2600,"All Other Offenses",7,-75.033175,40.070918
24,"2","2012-04-04 10:40:00",201224027107,"3100 BLOCK REACH ST",1400,"Vandalism/Criminal Mischief",17,-75.116216,39.995375
4,"L","2006-07-14 18:30:00",200604033157,"1900 BLOCK S 5TH ST",1800,"Narcotic / Drug Law Violations",3,-75.154585,39.924898
22,"3","2010-10-24 13:08:00",201022098439,"1800 BLOCK RIDGE AVE",600,"Thefts",16,-75.166088,39.971691
12,"E","2006-09-10 01:19:00",200612071417,"S 70TH ST /LINDBERGH BLVD",1800,"Narcotic / Drug Law Violations",9,-75.230786,39.911194
8,"2","2015-09-29 14:56:00",201508037340,"9700 BLOCK E ROOSEVELT BLVD",600,"Thefts",7,-75.022166,40.087104
24,"L","2007-07-03 19:30:00",200724055710,"2200 BLOCK E ANN ST",400,"Aggravated Assault No Firearm",17,-75.112317,39.987061
9,"J","2008-05-18 19:37:00",200809026768,"1900 BLOCK SPRING GARDEN ST",600,"Theft from Vehicle",8,-75.169462,39.963356
24,"P","2008-07-28 23:45:00",200824065017,"2900 BLOCK KENSINGTON AV",2600,"All Other Offenses",17,-75.120326,39.992726
6,"1","2010-05-30 02:50:00",201006028978,"800 BLOCK WILLOW STREET",600,"Theft from Vehicle",5,-75.153438,39.959033
24,"P","2007-07-15 10:00:00",200724059430,"300 BLOCK E CAMBRIA ST",1800,"Narcotic / Drug Law Violations",17,-75.126364,39.993428
35,"H","2008-06-20 19:46:00",200835057185,"4800 BLOCK N 11TH ST",1400,"Vandalism/Criminal Mischief",20,-75.142171,40.025894
24,"P","2007-08-17 19:45:00",200724069926,"200 BLOCK E  GURNEY",200,"Rape",17,-75.12892,39.993334
24,"D","2008-11-10 19:38:00",200824098630,"2500 BLOCK E ALLEGHENY AV",600,"Theft from Vehicle",17,-75.104085,39.985881
15,"3","2010-05-21 08:06:00",201015053328,"4200 BLOCK SHELMIRE AV",1400,"Vandalism/Criminal Mischief",11,-75.035327,40.037445
25,"G","2008-10-17 10:26:00",200825115816,"2800 BLOCK N LEITHGOW ST",1100,"Fraud",18,-75.138488,39.993635
3,"2","2013-04-30 16:13:00",201303025003,"1500 BLOCK S 5TH ST",500,"Burglary Residential",3,-75.153595,39.929369
26,"3","2016-06-05 00:24:00",201626028182,"900 BLOCK N DELAWARE AVE",2400,"Disorderly Conduct",19,-75.136232,39.962488
35,"3","2009-10-29 01:51:00",200935092878,"6400 BLOCK N BEECHWOOD ST",1800,"Narcotic / Drug Law Violations",20,-75.157016,40.051952
25,"M","2006-09-20 10:16:00",200625100026,"2800 BLOCK N BROAD ST",600,"Thefts",18,-75.154075,39.996071
8,"3","2011-10-02 05:09:00",201108041106,"3200 BLOCK BELGREEN RD",1400,"Vandalism/Criminal Mischief",7,-74.973475,40.099787
17,"A","2008-09-21 01:16:00",200817047451,"1700 BLOCK TASKER ST",500,"Burglary Residential",13,-75.173443,39.931104
23,"K","2006-03-05 01:10:00",200623009385,"1600 BLOCK N 24TH ST",2600,"All Other Offenses",16,-75.174447,39.97941
15,"2","2011-01-11 14:44:00",201115003392,"2000 BLOCK CARVER ST",1800,"Narcotic / Drug Law Violations",11,-75.066216,40.016907
5,"H","2007-09-23 08:31:00",200705023896,"200 BLOCK HERMITAGE ST",1400,"Vandalism/Criminal Mischief",4,-75.228292,40.032467
22,"3","2015-10-04 00:43:00",201522088516,"1500 BLOCK N 18TH ST",2600,"All Other Offenses",16,-75.164936,39.976727
15,"J","2008-03-20 22:51:00",200815031480,"5900 BLOCK TORRESDALE AV",2600,"All Other Offenses",11,-75.060651,40.016997
3,"2","2012-02-25 14:19:00",201203011624,"2400 BLOCK S LEE ST",800,"Other Assaults",3,-75.148824,39.91706
17,"1","2013-08-03 04:49:00",201317034592,"1400 BLOCK CHRISTIAN ST",2100,"DRIVING UNDER THE INFLUENCE",13,-75.166393,39.939994
23,"O","2009-05-28 18:20:00",200923026041,"2900 BLOCK TURNER ST",1100,"Fraud",16,-75.183422,39.981028
3,"3","2016-05-16 23:01:00",201603027666,"700 BLOCK REED ST",300,"Robbery Firearm",3,-75.156712,39.931431
19,"2","2015-03-29 19:04:00",201519028051,"400 BLOCK N WANAMAKER ST",1800,"Narcotic / Drug Law Violations",15,-75.236287,39.967987
1,"1","2010-03-31 09:22:00",201001012094,"1800 BLOCK S MOLE ST",600,"Theft from Vehicle",1,-75.171659,39.928359
4,"2","2010-02-13 01:52:00",201004005670,"S 6TH ST / MOORE ST",400,"Aggravated Assault Firearm",3,-75.155819,39.926335
5,"A","2006-01-16 14:42:00",200605001175,"3600 BLOCK MANAYUNK AVE",700,"Recovered Stolen Motor Vehicle",4,-75.208401,40.016617
2,"2","2012-05-24 10:41:00",201202035690,"500 BLOCK ALCOTT ST",500,"Burglary Residential",2,-75.102578,40.043312
9,"1","2012-10-27 10:11:00",201209046863,"1500 BLOCK PINE ST",600,"Thefts",8,-75.166795,39.945739
26,"P","2006-12-06 00:03:00",200626092217,"400 BLOCK W LEHIGH AV",2600,"All Other Offenses",19,-75.13839,39.991823
26,"2","2013-08-20 11:36:00",201326041689,"1100 BLOCK N HOPE ST",500,"Burglary Residential",19,-75.137124,39.967749
22,"F","2008-03-27 11:06:00",200822021176,"2100 BLOCK W NORRIS ST",600,"Thefts",16,-75.168338,39.984657
12,"2","2015-10-16 20:16:00",201512081785,"6100 BLOCK KINGSESSING AVE",2100,"DRIVING UNDER THE INFLUENCE",9,-75.232371,39.931022
39,"2","2016-06-29 07:00:00",201639053338,"3700 BLOCK N CARLISLE ST",400,"Aggravated Assault Firearm",21,-75.152192,40.00942
2,"S","2007-03-02 20:24:00",200702014271,"6100 BLOCK BELDEN ST",300,"Robbery Firearm",2,-75.08316,40.036995
6,"T","2007-08-02 07:29:00",200706046313,"200 BLOCK MARKET ST",600,"Thefts",5,-75.145026,39.950156
35,"F","2007-01-19 20:29:00",200735005298,"6600 BLOCK N 10TH ST",700,"Motor Vehicle Theft",20,-75.133572,40.053486
19,"2","2014-05-06 17:50:00",201419039605,"500 BLOCK N 56TH ST",2600,"All Other Offenses",15,-75.232022,39.967509
39,"3","2013-02-21 13:09:00",201339011438,"2800 BLOCK JUDSON ST",400,"Aggravated Assault No Firearm",21,-75.169542,39.998779
6,"H","2006-03-15 11:32:00",200606016184,"0 BLOCK S 5TH ST",2600,"All Other Offenses",5,-75.148886,39.950448
39,"3","2016-03-05 13:08:00",201639017760,"2900 BLOCK N STILLMAN ST",2600,"All Other Offenses",21,-75.171987,40.000813
24,"2","2010-06-18 11:41:00",201024051781,"300 BLOCK E TUSCULUM ST",700,"Recovered Stolen Motor Vehicle",17,-75.126475,39.992072
2,"R","2007-05-09 16:41:00",200702030378,"700 BLOCK LANDIS ST",700,"Motor Vehicle Theft",2,-75.108101,40.031477
2,"C","2006-05-21 17:06:00",200602031761,"2200 BLOCK BLEIGH AV",600,"Thefts",2,-75.060617,40.050935
19,"1","2015-02-08 16:16:00",201519012208,"1700 BLOCK N 62ND ST",600,"Theft from Vehicle",15,-75.24404,39.977705
8,"N","2009-10-22 19:02:00",200908047721,"9200 BLOCK BLUE GRASS RD",600,"Thefts",7,-75.02937,40.072285
17,"1","2016-10-16 00:09:00",201617045725,"2100 BLOCK PEMBERTON ST",300,"Robbery Firearm",13,-75.178449,39.943832
15,"K","2009-06-29 14:24:00",200915071367,"6400 BLOCK FRANKFORD AV",600,"Thefts",11,-75.05759,40.028699
3,"3","2012-12-06 14:35:00",201203077721,"800 BLOCK MIFFLIN ST",600,"Thefts",3,-75.159263,39.925486
3,"3","2011-11-12 09:13:00",201103076365,"1600 BLOCK S 12TH ST",700,"Motor Vehicle Theft",3,-75.164739,39.929975
12,"C","2008-11-02 13:30:00",200812096521,"4300 BLOCK ISLAND AVE",600,"Thefts",9,-75.232609,39.887929
24,"2","2011-02-18 08:10:00",201124012067,"3100 BLOCK FRANKFORD AVE",500,"Burglary Residential",17,-75.111516,39.992415
15,"U","2008-10-27 23:34:00",200815122854,"7200 BLOCK ERDRICK ST",1400,"Vandalism/Criminal Mischief",11,-75.041176,40.034587
6,"1","2016-05-31 00:16:00",201606022548,"300 BLOCK N 11TH ST",300,"Robbery No Firearm",5,-75.157123,39.957424
24,"1","2014-02-21 13:51:00",201424013489,"800 BLOCK E ONTARIO ST",800,"Other Assaults",17,-75.113555,39.999642
2,"2","2010-01-13 11:01:00",201002002803,"7100 BLOCK RISING SUN AVE",600,"Theft from Vehicle",2,-75.086401,40.058905
9,"1","2015-05-09 14:23:00",201509019182,"100 BLOCK S 18TH ST",800,"Other Assaults",8,-75.170317,39.951508
17,"3","2015-09-24 08:46:00",201517047771,"2300 BLOCK WHARTON ST",1100,"Fraud",13,-75.183894,39.936289
39,"2","2011-03-06 15:12:00",201139012286,"1600 BLOCK W WESTMORELAND ST",1400,"Vandalism/Criminal Mischief",21,-75.1558,40.003655
15,"2","2016-06-25 21:06:00",201615061893,"TORRESDALE AV / ROBBINS ST",600,"Thefts",11,-75.053728,40.020522
8,"B","2007-01-01 03:42:00",200708000039,"8400 BLOCK STATE RD",800,"Other Assaults",7,-75.008006,40.038503
39,"F","2008-10-15 13:41:00",200839074061,"GERMANTOWN AV & W CAYUGA ST",700,"Recovered Stolen Motor Vehicle",21,-75.157552,40.02111
2,"1","2012-09-19 10:31:00",201202063840,"6300 BLOCK CASTOR AV",600,"Theft from Vehicle",2,-75.078372,40.038393
39,"T","2008-04-12 23:01:00",200839024192,"5100 BLOCK GERMANTOWN AVE",1400,"Vandalism/Criminal Mischief",21,-75.165619,40.030271
23,"J","2008-10-16 05:59:00",200823048074,"2200 BLOCK BOLTON WAY",300,"Robbery No Firearm",16,-75.172673,39.978422
24,"D","2006-09-02 23:59:00",200624081127,"E ALLEGHENY AV /BELGRADE ST",2600,"All Other Offenses",17,-75.104368,39.986283
24,"1","2010-10-31 22:53:00",201024091540,"3500 BLOCK KENSINGTON AV",2600,"All Other Offenses",17,-75.106447,40.000383
39,"3","2015-09-11 12:05:00",201539073788,"2800 BLOCK N BAILEY ST",200,"Rape",21,-75.173933,39.999393
39,"H","2006-12-21 23:43:00",200639082276,"2900 BLOCK N BONSALL ST",1400,"Vandalism/Criminal Mischief",21,-75.169097,39.999077
15,"K","2008-04-24 16:23:00",200815046086,"5400 BLOCK FRANKFORD AV",600,"Theft from Vehicle",11,-75.075592,40.024157
1,"1","2011-04-08 15:57:00",201101014253,"1700 BLOCK SNYDER AVE",800,"Other Assaults",1,-75.17456,39.924957
2,"S","2007-07-19 07:16:00",200702048869,"5600 BLOCK LORETTO AVE",300,"Robbery No Firearm",2,-75.089771,40.031042
19,"2","2013-07-14 20:00:00",201319059457,"N 62ND ST / HAVERFORD AVE",2600,"All Other Offenses",15,-75.242842,39.971613
24,"3","2013-07-23 16:22:00",201324065353,"3100 BLOCK GAUL ST",1100,"Fraud",17,-75.105583,39.986762
6,"2","2010-07-23 01:29:00",201006039901,"900 BLOCK CHERRY ST",600,"Theft from Vehicle",5,-75.154547,39.954243
19,"3","2013-02-03 21:35:00",201319009445,"2700 BLOCK BELMONT AVE",700,"Motor Vehicle Theft",15,-75.219918,40.000961
19,"K","2006-12-25 23:29:00",200619094117,"5600 BLOCK LANCASTER AVE",500,"Burglary Non-Residential",15,-75.234129,39.980379
7,"F","2008-09-30 21:01:00",200807038679,"100 BLOCK GEIGER RD",1500,"Weapon Violations",6,-75.050781,40.11048
39,"E","2008-10-12 04:06:00",200839073426,"PULASKI AV / W HUNTING PARK AVE",2100,"DRIVING UNDER THE INFLUENCE",21,-75.157955,40.014026
6,"S","2009-10-26 23:40:00",200906056803,"500 BLOCK N  11TH ST",600,"Theft from Vehicle",5,-75.15605,39.962335
2,"F","2006-08-05 22:20:00",200602051414,"7800 BLOCK OXFORD AV",1400,"Vandalism/Criminal Mischief",2,-75.084557,40.073031
14,"1","2012-12-23 21:41:00",201214095925,"2100 BLOCK HOMER ST",500,"Burglary Residential",10,-75.15832,40.058065
26,"3","2015-05-04 12:32:00",201526021742,"2600 BLOCK BRADDOCK ST",1100,"Fraud",19,-75.124104,39.986901
7,"1","2013-05-03 10:00:00",201307013870,"RHAWN ST  / E ROOSEVELT BLVD",800,"Other Assaults",2,-75.047006,40.056827
19,"2","2012-11-11 19:52:00",201219095157,"500 BLOCK N 55TH ST",1700,"Other Sex Offenses (Not Commercialized)",15,-75.230208,39.968158
2,"1","2016-07-17 02:22:00",201602043236,"6800 BLOCK CASTOR AVE",300,"Robbery No Firearm",2,-75.071522,40.04553
6,"1","2016-05-11 20:31:00",201606019415,"1100 BLOCK HAMILTON ST",2600,"All Other Offenses",5,-75.157068,39.960404
17,"D","2006-01-12 23:32:00",200617002270,"1500 BLOCK S 21ST ST",1800,"Narcotic / Drug Law Violations",13,-75.179616,39.933171
19,"2","2016-08-26 11:03:00",201619078117,"N 60TH ST / MARKET ST",2600,"All Other Offenses",14,-75.240764,39.961969
2,"I","2009-06-17 13:18:00",200902040466,"1100 BLOCK GLENVIEW ST",800,"Other Assaults",2,-75.078862,40.048865
14,"3","2011-05-13 14:24:00",201114033965,"0 BLOCK HARVEY ST",800,"Other Assaults",10,-75.177686,40.039242
2,"L","2006-01-18 12:19:00",200602003833,"1100 BLOCK LEVICK ST",1400,"Vandalism/Criminal Mischief",2,-75.081127,40.041617
12,"3","2013-08-15 10:48:00",201312057201,"5400 BLOCK PASCHALL AVE",600,"Theft from Vehicle",9,-75.217789,39.935327
19,"M","2007-07-10 23:34:00",200719045053,"5800 BLOCK VINE ST",300,"Robbery No Firearm",15,-75.235873,39.966056
25,"H","2006-07-08 09:18:00",200625071899,"300 BLOCK W ALLEGHENY AV",700,"Recovered Stolen Motor Vehicle",18,-75.135884,39.999364
39,"E","2007-04-04 16:13:00",200739019349,"3700 BLOCK N 18TH ST",1800,"Narcotic / Drug Law Violations",21,-75.157511,40.010765
25,"F","2006-12-02 15:46:00",200625128691,"200 BLOCK E LOUDEN ST",1400,"Vandalism/Criminal Mischief",18,-75.120427,40.022715
12,"1","2011-06-06 17:55:00",201112045424,"2600 BLOCK BERBRO ST",2600,"All Other Offenses",9,-75.241711,39.911518
39,"1","2012-06-05 10:39:00",201239037428,"5100 BLOCK WAYNE AV",600,"Thefts",21,-75.169992,40.026712
17,"2","2010-09-16 10:02:00",201017052362,"1500 BLOCK S 25TH ST",2600,"All Other Offenses",13,-75.18643,39.933437
35,"3","2015-03-16 07:29:00",201535020606,"5600 BLOCK OGONTZ AVE",900,"Arson",20,-75.150081,40.039005
8,"H","2006-11-15 14:16:00",200608051277,"3900 BLOCK STEVENSON ST",500,"Burglary Residential",7,-74.990227,40.063814
22,"1","2013-11-22 11:29:00",201322096166,"2300 BLOCK N 12TH ST",400,"Aggravated Assault No Firearm",16,-75.151985,39.988373
26,"1","2013-01-09 21:24:00",201326001637,"100 BLOCK W DAUPHIN ST",1800,"Narcotic / Drug Law Violations",19,-75.132264,39.984732
24,"H","2008-03-28 01:50:00",200824025370,"1900 BLOCK E ALLEGHENY AV",2600,"All Other Offenses",17,-75.112144,39.995177
8,"1","2010-12-11 11:33:00",201008052260,"8300 BLOCK TORRESDALE AV",700,"Recovered Stolen Motor Vehicle",7,-75.018105,40.038896
12,"4","2014-10-02 20:19:00",201412074973,"1300 BLOCK S 52ND ST",2600,"All Other Offenses",9,-75.219779,39.941219
19,"3","2013-03-23 14:02:00",201319023012,"5300 BLOCK LANCASTER AVE",2600,"All Other Offenses",15,-75.227254,39.977396
18,"2","2012-10-22 10:01:00",201218062603,"5500 BLOCK CHESTNUT ST",500,"Burglary Non-Residential",14,-75.232222,39.959397
15,"M","2008-08-09 10:09:00",200815091283,"4200 BLOCK LEVICK ST",600,"Thefts",11,-75.056316,40.026659
15,"1","2012-11-02 22:03:00",201215106918,"4600 BLOCK FRANKFORD AV",2600,"All Other Offenses",11,-75.08554,40.014849
25,"1","2010-05-04 00:09:00",201025041314,"2700 BLOCK N BROAD ST",500,"Burglary Non-Residential",18,-75.154531,39.993969
14,"1","2016-03-25 15:01:00",201614022973,"6200 BLOCK ARDLEIGH ST",1100,"Fraud",10,-75.16748,40.0539
15,"3","2013-07-30 14:17:00",201315071964,"7400 BLOCK TORRESDALE AV",2400,"Disorderly Conduct",11,-75.032493,40.031567
